V,I,P,Irr,T
102.43775,1.393441328,142.7409944,100,50
102.6657,1.393402292,143.0546216,100,50
102.89365,1.393363199,143.3682253,100,50
103.1216,1.393324049,143.6818053,100,50
103.34955,1.39328484,143.9953612,100,50
103.5775,1.39324557,144.308893,100,50
103.80545,1.393206237,144.6224004,100,50
104.0334,1.393166841,144.9358832,100,50
104.26135,1.393127379,145.2493412,100,50
104.4893,1.393087849,145.5627742,100,50
104.71725,1.393048251,145.876182,100,50
104.9452,1.393008582,146.1895642,100,50
105.17315,1.39296884,146.5029208,100,50
105.4011,1.392929024,146.8162514,100,50
105.62905,1.392889132,147.1295558,100,50
105.857,1.392849161,147.4428337,100,50
106.08495,1.39280911,147.7560848,100,50
106.3129,1.392768977,148.069309,100,50
106.54085,1.392728759,148.3825058,100,50
106.7688,1.392688455,148.6956751,100,50
106.99675,1.392648061,149.0088164,100,50
107.2247,1.392607577,149.3219296,100,50
107.45265,1.392566998,149.6350143,100,50
107.6806,1.392526324,149.9480701,100,50
107.90855,1.392485552,150.2610968,100,50
108.1365,1.392444679,150.574094,100,50
108.36445,1.392403702,150.8870614,100,50
108.5924,1.392362619,151.1999985,100,50
108.82035,1.392321428,151.5129051,100,50
109.0483,1.392280124,151.8257807,100,50
109.27625,1.392238707,152.138625,100,50
109.5042,1.392197171,152.4514375,100,50
109.73215,1.392155516,152.7642179,100,50
109.9601,1.392113736,153.0769656,100,50
110.18805,1.39207183,153.3896804,100,50
110.416,1.392029794,153.7023618,100,50
110.64395,1.391987625,154.0150092,100,50
110.8719,1.391945319,154.3276222,100,50
111.09985,1.391902873,154.6402004,100,50
111.3278,1.391860283,154.9527432,100,50
111.55575,1.391817545,155.2652501,100,50
111.7837,1.391774656,155.5777206,100,50
112.01165,1.391731612,155.8901542,100,50
112.2396,1.391688409,156.2025503,100,50
112.46755,1.391645042,156.5149084,100,50
112.6955,1.391601508,156.8272278,100,50
112.92345,1.391557803,157.1395079,100,50
113.1514,1.391513921,157.4517483,100,50
113.37935,1.391469858,157.7639481,100,50
113.6073,1.391425611,158.0761068,100,50
113.83525,1.391381172,158.3882236,100,50
114.0632,1.391336503,158.7002938,100,50
114.29115,1.391286921,159.0117822,100,50
114.5191,1.391245371,159.3241677,100,50
114.74705,1.391195833,159.6356178,100,50
114.975,1.391156635,159.9482342,100,50
115.20295,1.391102966,160.2591655,100,50
115.4309,1.391026476,160.5674381,100,50
115.65885,1.391013247,160.8829925,100,50
115.8868,1.390966708,161.1946807,100,50
116.11475,1.390919367,161.5062546,100,50
116.3427,1.390872023,161.8178065,100,50
116.57065,1.390806441,162.1272108,100,50
116.7986,1.390783679,162.4415866,100,50
117.02655,1.390720845,162.7512625,100,50
117.2545,1.390688019,163.0644284,100,50
117.48245,1.390637486,163.3754989,100,50
117.7104,1.390587939,163.6866625,100,50
117.93835,1.390542765,163.9983193,100,50
118.1663,1.390493443,164.3094654,100,50
118.39425,1.390443326,164.6204948,100,50
118.6222,1.390394033,164.931599,100,50
118.85015,1.390344202,165.2426169,100,50
119.0781,1.390293737,165.5535366,100,50
119.30605,1.390239419,165.8639737,100,50
119.534,1.390191696,166.1751742,100,50
119.76195,1.390138596,166.485709,100,50
119.9899,1.390087309,166.7964371,100,50
120.21785,1.390032146,167.1066761,100,50
120.4458,1.389983074,167.4176233,100,50
